especie,nombre,ultimo,var,hora
GRRR,Gorilla Technology Group Inc. Ordinary shares,$2.12,4.95%,2023-06-27 20:16:06.697
GRRRW,Gorilla Technology Group Inc. Warrant,$0.13,-9.597%,2023-06-27 20:16:06.697
GRTS,Gritstone bio Inc. Common Stock,$2.01,-1.471%,2023-06-27 20:16:06.697
GRTX,Galera Therapeutics Inc. Common Stock,$2.60,-1.141%,2023-06-27 20:16:06.697
GRVY,GRAVITY Co. Ltd. American Depository Shares,$72.90,4.143%,2023-06-27 20:16:06.697
GRWG,GrowGeneration Corp. Common Stock,$3.30,2.804%,2023-06-27 20:16:06.697
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,$9.94,0.252%,2023-06-27 20:16:06.697
GS,Goldman Sachs Group Inc. (The) Common Stock,$313.45,0.349%,2023-06-27 20:16:06.697
GS^A,Goldman Sachs Group Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A,$20.31,-0.927%,2023-06-27 20:16:06.697
GS^C,Goldman Sachs Group Inc. (The) Depositary Share repstg 1/1000th Preferred Series C,$21.15,-0.094%,2023-06-27 20:16:06.697
GS^D,Goldman Sachs Group Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg,$20.70,-0.385%,2023-06-27 20:16:06.697
GS^J,Goldman Sachs Group Inc Depositary Shs Repstg 1/1000th Pfd Ser J Fixed to Fltg Rate,$25.36,0.198%,2023-06-27 20:16:06.697
GS^K,Goldman Sachs Group Inc. (The) Dep Shs Repstg 1/1000 Int Sh Fxd/Fltg Non Cum Pfd Stk Ser K,$24.80,-0.241%,2023-06-27 20:16:06.697
GSAT,Globalstar Inc. Common Stock,$1.07,4.902%,2023-06-27 20:16:06.697
GSBC,Great Southern Bancorp Inc. Common Stock,$51.01,0.413%,2023-06-27 20:16:06.697
GSBD,Goldman Sachs BDC Inc. Common Stock,$14.31,1.706%,2023-06-27 20:16:06.697
GSD,Global Systems Dynamics Inc. Class A Common Stock,$10.74,0.00%,2023-06-27 20:16:06.697
GSDWW,Global Systems Dynamics Inc. Warrant,$0.0369,-6.582%,2023-06-27 20:16:06.697
GSHD,Goosehead Insurance Inc. Class A Common Stock,$61.72,-0.708%,2023-06-27 20:16:06.697
GSIT,GSI Technology Common Stock,$6.53,4.313%,2023-06-27 20:16:06.697
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),$35.76,-1.406%,2023-06-27 20:16:06.697
GSL,Global Ship Lease Inc New Class A Common Shares,$19.05,0.847%,2023-06-27 20:16:06.697
GSL^B,Global Ship Lease Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island),$25.23,-0.079%,2023-06-27 20:16:06.697
GSM,Ferroglobe PLC Ordinary Shares,$4.93,-0.202%,2023-06-27 20:16:06.697
GSMG,Glory Star New Media Group Holdings Limited Ordinary Share,$0.5225,-2.062%,2023-06-27 20:16:06.697
GSMGW,Glory Star New Media Group Holdings Limited Warrant expiring 2/13/2025,$0.0099,10.00%,2023-06-27 20:16:06.697
GSRM,GSR II Meteora Acquisition Corp. Class A Common Stock,$4.02,-17.454%,2023-06-27 20:16:06.697
GSRMR,GSR II Meteora Acquisition Corp. Right,$2.60,-3.704%,2023-06-27 20:16:06.697
GSRMU,GSR II Meteora Acquisition Corp. Unit,$5.45,-46.984%,2023-06-27 20:16:06.697
GSRMW,GSR II Meteora Acquisition Corp. Warrant,$0.115,-23.333%,2023-06-27 20:16:06.697
GSUN,Golden Sun Education Group Limited Class A Ordinary Shares,$1.0905,0.046%,2023-06-27 20:16:06.697
GT,The Goodyear Tire & Rubber Company Common Stock,$13.96,4.335%,2023-06-27 20:16:06.697
GTAC,Global Technology Acquisition Corp. I Class A Ordinary Shares,$10.39,0.00%,2023-06-27 20:16:06.697
GTACW,Global Technology Acquisition Corp. I Warrant,$0.0695,0.00%,2023-06-27 20:16:06.697
GTBP,GT Biopharma Inc. Common Stock,$0.29,-7.289%,2023-06-27 20:16:06.697
GTE,Gran Tierra Energy Inc. Common Stock,$4.77,-2.053%,2023-06-27 20:16:06.697
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,$1.623,-1.636%,2023-06-27 20:16:06.697
GTES,Gates Industrial Corporation plc Ordinary Shares,$13.20,1.617%,2023-06-27 20:16:06.697
GTH,Genetron Holdings Limited ADS,$0.9501,0.00%,2023-06-27 20:16:06.697
GTHX,G1 Therapeutics Inc. Common Stock,$2.48,-0.402%,2023-06-27 20:16:06.697
GTIM,Good Times Restaurants Inc. Common Stock,$3.40,2.102%,2023-06-27 20:16:06.697
GTLB,GitLab Inc. Class A Common Stock,$49.18,0.245%,2023-06-27 20:16:06.697
GTLS,Chart Industries Inc. Common Stock,$153.33,0.294%,2023-06-27 20:16:06.697
GTLS^B,Chart Industries Inc. Depositary Shares each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock,$62.64,0.433%,2023-06-27 20:16:06.697
GTN,Gray Television Inc. Common Stock,$7.72,4.465%,2023-06-27 20:16:06.697
GTX,Garrett Motion Inc. Common Stock,$7.59,1.606%,2023-06-27 20:16:06.697
GTY,Getty Realty Corporation Common Stock,$33.52,0.419%,2023-06-27 20:16:06.697
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,$14.18,0.071%,2023-06-27 20:16:06.697
GURE,Gulf Resources Inc. (NV) Common Stock,$2.46,-2.832%,2023-06-27 20:16:06.697
GUT,Gabelli Utility Trust (The) Common Stock,$6.93,0.145%,2023-06-27 20:16:06.697
GUT^C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares,$24.60,-0.365%,2023-06-27 20:16:06.697
GVA,Granite Construction Incorporated Common Stock,$39.67,1.38%,2023-06-27 20:16:06.697
GVP,GSE Systems Inc. Common Stock,$0.3702,-11.647%,2023-06-27 20:16:06.697
GWAV,Greenwave Technology Solutions Inc. Common Stock,$0.7849,1.277%,2023-06-27 20:16:06.697
GWH,ESS Tech Inc. Common Stock,$1.46,14.063%,2023-06-27 20:16:06.697
GWRE,Guidewire Software Inc. Common Stock,$74.93,7.782%,2023-06-27 20:16:06.697
GWRS,Global Water Resources Inc. Common Stock,$12.66,0.876%,2023-06-27 20:16:06.697
GWW,W.W. Grainger Inc. Common Stock,$770.50,2.996%,2023-06-27 20:16:06.697
GXO,GXO Logistics Inc. Common Stock ,$61.99,1.89%,2023-06-27 20:16:06.697
GYRO,Gyrodyne LLC Common Stock,$11.00,0.00%,2023-06-27 20:16:06.697
H,Hyatt Hotels Corporation Class A Common Stock,$110.27,2.225%,2023-06-27 20:16:06.697
HA,Hawaiian Holdings Inc. Common Stock,$10.25,19.117%,2023-06-27 20:16:06.697
HAE,Haemonetics Corporation Common Stock,$83.67,-0.345%,2023-06-27 20:16:06.697
HAFC,Hanmi Financial Corporation Common Stock,$15.36,1.453%,2023-06-27 20:16:06.697
HAIA,Healthcare AI Acquisition Corp. Class A Ordinary Shares,$10.57,0.00%,2023-06-27 20:16:06.697
HAIAU,Healthcare AI Acquisition Corp. Unit,$10.57,0.00%,2023-06-27 20:16:06.697
HAIN,Hain Celestial Group Inc. (The) Common Stock,$12.41,-0.72%,2023-06-27 20:16:06.697
HAL,Halliburton Company Common Stock,$32.42,2.368%,2023-06-27 20:16:06.697
HALL,Hallmark Financial Services Inc. Common Stock,$5.00,-1.961%,2023-06-27 20:16:06.697
HALO,Halozyme Therapeutics Inc. Common Stock,$34.20,-1.837%,2023-06-27 20:16:06.697
HARP,Harpoon Therapeutics Inc. Common Stock,$0.666,5.798%,2023-06-27 20:16:06.697
HAS,Hasbro Inc. Common Stock,$62.60,2.657%,2023-06-27 20:16:06.697
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock,$24.42,1.286%,2023-06-27 20:16:06.697
HAYN,Haynes International Inc. Common Stock,$48.28,1.025%,2023-06-27 20:16:06.697
HAYW,Hayward Holdings Inc. Common Stock,$11.94,4.371%,2023-06-27 20:16:06.697
HBAN,Huntington Bancshares Incorporated Common Stock,$10.54,1.836%,2023-06-27 20:16:06.697
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,$24.99,-0.04%,2023-06-27 20:16:06.697
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,$20.28,-0.539%,2023-06-27 20:16:06.697
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,$17.97,0.842%,2023-06-27 20:16:06.697
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,$10.55,-0.284%,2023-06-27 20:16:06.697
HBCP,Home Bancorp Inc. Common Stock,$33.26,-0.746%,2023-06-27 20:16:06.697
HBI,Hanesbrands Inc. Common Stock,$4.54,5.336%,2023-06-27 20:16:06.697
HBIO,Harvard Bioscience Inc. Common Stock,$5.83,-1.186%,2023-06-27 20:16:06.697
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),$4.72,0.64%,2023-06-27 20:16:06.697
HBNC,Horizon Bancorp Inc. Common Stock,$10.26,0.687%,2023-06-27 20:16:06.697
HBT,HBT Financial Inc. Common Stock,$18.07,0.837%,2023-06-27 20:16:06.697
HCA,HCA Healthcare Inc. Common Stock,$297.60,0.926%,2023-06-27 20:16:06.697
HCAT,Health Catalyst Inc Common Stock,$11.72,3.993%,2023-06-27 20:16:06.697
HCC,Warrior Met Coal Inc. Common Stock,$38.30,2.461%,2023-06-27 20:16:06.697
HCCI,Heritage-Crystal Clean Inc. Common Stock,$35.86,0.336%,2023-06-27 20:16:06.697
HCDI,Harbor Custom Development Inc. Common Stock,$2.83,-8.117%,2023-06-27 20:16:06.697
HCDIP,Harbor Custom Development Inc. 8.0% Series A Cumulative Convertible Preferred Stock no par value,$5.19,-0.575%,2023-06-27 20:16:06.697
HCDIZ,Harbor Custom Development Inc. Warrant,$0.0124,-2.362%,2023-06-27 20:16:06.697
HCI,HCI Group Inc. Common Stock,$60.50,3.348%,2023-06-27 20:16:06.697
HCKT,Hackett Group Inc (The). Common Stock,$21.40,0.706%,2023-06-27 20:16:06.697
HCM,HUTCHMED (China) Limited American Depositary Shares,$11.59,3.946%,2023-06-27 20:16:06.697
HCP,HashiCorp Inc. Class A Common Stock,$25.69,2.555%,2023-06-27 20:16:06.697
HCSG,Healthcare Services Group Inc. Common Stock,$14.66,3.312%,2023-06-27 20:16:06.697
HCTI,Healthcare Triangle Inc. Common Stock,$2.65,9.053%,2023-06-27 20:16:06.697
HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock,$10.25,-0.097%,2023-06-27 20:16:06.697
HCVIU,Hennessy Capital Investment Corp. VI Unit,$10.29,-0.097%,2023-06-27 20:16:06.697
HCVIW,Hennessy Capital Investment Corp. VI Warrant,$0.0911,0.11%,2023-06-27 20:16:06.697
HCWB,HCW Biologics Inc. Common Stock,$2.18,0.00%,2023-06-27 20:16:06.697
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,$24.35,0.00%,2023-06-27 20:16:06.697
HD,Home Depot Inc. (The) Common Stock,$313.74,1.90%,2023-06-27 20:16:06.697
HDB,HDFC Bank Limited Common Stock,$68.85,1.042%,2023-06-27 20:16:06.697
HDSN,Hudson Technologies Inc. Common Stock,$9.60,2.674%,2023-06-27 20:16:06.697
HE,Hawaiian Electric Industries Inc. Common Stock,$36.56,0.192%,2023-06-27 20:16:06.697
HEAR,Turtle Beach Corporation Common Stock,$11.24,3.69%,2023-06-27 20:16:06.697
HEES,H&E Equipment Services Inc. Common Stock,$44.22,2.456%,2023-06-27 20:16:06.697
HEI,Heico Corporation Common Stock,$174.65,1.458%,2023-06-27 20:16:06.697
HEI/A,Heico Corporation,$139.48,1.241%,2023-06-27 20:16:06.697
HELE,Helen of Troy Limited Common Stock,$102.40,1.86%,2023-06-27 20:16:06.697
HEP,Holly Energy Partners L.P. Common Stock,$17.84,0.734%,2023-06-27 20:16:06.697
HEPA,Hepion Pharmaceuticals Inc. Common Stock,$10.38,-3.172%,2023-06-27 20:16:06.697
HEPS,D-Market Electronic Services & Trading American Depositary Shares,$1.73,-5.978%,2023-06-27 20:16:06.697
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,$10.51,0.864%,2023-06-27 20:16:06.697
HES,Hess Corporation Common Stock,$132.87,-1.57%,2023-06-27 20:16:06.697
HESM,Hess Midstream LP Class A Share,$30.20,1.173%,2023-06-27 20:16:06.697
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,$13.9667,-0.238%,2023-06-27 20:16:06.697
HFFG,HF Foods Group Inc. Common Stock,$4.42,2.079%,2023-06-27 20:16:06.697
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,$9.00,-0.222%,2023-06-27 20:16:06.697
HFRO^A,Highland Opportunities and Income Fund 5.375% Series A Cumulative Preferred Shares,$19.92,0.352%,2023-06-27 20:16:06.697
HFWA,Heritage Financial Corporation Common Stock,$16.11,0.562%,2023-06-27 20:16:06.697
HGBL,Heritage Global Inc. Common Stock,$3.80,1.064%,2023-06-27 20:16:06.697
HGEN,Humanigen Inc. Common Stock,$0.159,5.438%,2023-06-27 20:16:06.697
HGLB,Highland Global Allocation Fund Common Stock,$8.52,0.353%,2023-06-27 20:16:06.697
HGTY,Hagerty Inc. Class A Common Stock,$9.35,0.754%,2023-06-27 20:16:06.697
HGV,Hilton Grand Vacations Inc. Common Stock ,$44.94,2.861%,2023-06-27 20:16:06.697
HHC,Howard Hughes Corporation (The) Common Stock,$76.04,1.508%,2023-06-27 20:16:06.697
HHGCR,HHG Capital Corporation Rights,$0.1421,-8.617%,2023-06-27 20:16:06.697
HHGCW,HHG Capital Corporation Warrant,$0.0216,45.946%,2023-06-27 20:16:06.697
HHLA,HH&L Acquisition Co. Class A Ordinary Shares,$10.49,0.00%,2023-06-27 20:16:06.697
HHRS,Hammerhead Energy Inc. Class A Common Stock,$7.14,-2.857%,2023-06-27 20:16:06.697
HHRSW,Hammerhead Energy Inc. Warrant,$1.29,-0.769%,2023-06-27 20:16:06.697
HHS,Harte-Hanks Inc. Common Stock,$5.32,-0.561%,2023-06-27 20:16:06.697
HI,Hillenbrand Inc Common Stock,$50.94,1.636%,2023-06-27 20:16:06.697
HIBB,Hibbett Inc. Common Stock,$36.86,0.136%,2023-06-27 20:16:06.697
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,$9.91,1.019%,2023-06-27 20:16:06.697
HIFS,Hingham Institution for Savings Common Stock,$206.51,2.263%,2023-06-27 20:16:06.697
HIG,Hartford Financial Services Group Inc. (The) Common Stock,$71.38,1.507%,2023-06-27 20:16:06.697
HIG^G,Hartford Financial Services Group Inc. (The) Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series G $0.01 par value,$25.19,0.319%,2023-06-27 20:16:06.697
HIHO,Highway Holdings Limited Common Stock,$2.56,-2.662%,2023-06-27 20:16:06.697
HII,Huntington Ingalls Industries Inc. Common Stock,$221.18,1.189%,2023-06-27 20:16:06.697
HILS,Hillstream BioPharma Inc. Common Stock,$0.3731,-0.533%,2023-06-27 20:16:06.697
HIMS,Hims & Hers Health Inc. Class A Common Stock,$8.33,1.338%,2023-06-27 20:16:06.697
HIMX,Himax Technologies Inc. American Depositary Shares,$7.22,2.849%,2023-06-27 20:16:06.697
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,$3.79,-0.263%,2023-06-27 20:16:06.697
HIPO,Hippo Holdings Inc. Common Stock,$16.42,0.00%,2023-06-27 20:16:06.697
HITI,High Tide Inc. Common Shares,$1.20,-1.639%,2023-06-27 20:16:06.697
HIVE,Hive Blockchain Technologies Ltd. Common Shares,$4.35,10.969%,2023-06-27 20:16:06.697
HIW,Highwoods Properties Inc. Common Stock,$23.28,2.555%,2023-06-27 20:16:06.697
HIX,Western Asset High Income Fund II Inc. Common Stock,$4.83,0.416%,2023-06-27 20:16:06.697
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),$6.60,7.843%,2023-06-27 20:16:06.697
HKIT,Hitek Global Inc. Ordinary Share,$4.38,-5.806%,2023-06-27 20:16:06.697
HL,Hecla Mining Company Common Stock,$5.01,-2.718%,2023-06-27 20:16:06.697
HL^B,Hecla Mining Company Preferred Stock,$56.02,-0.85%,2023-06-27 20:16:06.697
HLF,Herbalife Ltd. Common Shares,$13.35,1.136%,2023-06-27 20:16:06.697
HLGN,Heliogen Inc. Common Stock,$0.251,19.809%,2023-06-27 20:16:06.697
HLI,Houlihan Lokey Inc. Class A Common Stock,$95.85,0.577%,2023-06-27 20:16:06.697
HLIO,Helios Technologies Inc. Common Stock,$63.84,1.045%,2023-06-27 20:16:06.697
HLIT,Harmonic Inc. Common Stock,$16.03,-2.137%,2023-06-27 20:16:06.697
HLLY,Holley Inc. Common Stock,$3.76,5.915%,2023-06-27 20:16:06.697
HLMN,Hillman Solutions Corp. Common Stock,$8.79,1.736%,2023-06-27 20:16:06.697
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),$8.26,-0.121%,2023-06-27 20:16:06.697
HLNE,Hamilton Lane Incorporated Class A Common Stock,$77.50,1.88%,2023-06-27 20:16:06.697
HLP,Hongli Group Inc. Ordinary Shares,$2.89,-1.027%,2023-06-27 20:16:06.697
HLT,Hilton Worldwide Holdings Inc. Common Stock ,$141.35,2.176%,2023-06-27 20:16:06.697
HLTH,Cue Health Inc. Common Stock,$0.4126,-3.957%,2023-06-27 20:16:06.697
HLVX,HilleVax Inc. Common Stock,$16.34,-1.98%,2023-06-27 20:16:06.697
HLX,Helix Energy Solutions Group Inc. Common Stock,$7.11,0.566%,2023-06-27 20:16:06.697
HMA,Heartland Media Acquisition Corp. Class A Common Stock,$10.54,0.095%,2023-06-27 20:16:06.697
HMAC,Hainan Manaslu Acquisition Corp. Ordinary shares,$10.62,0.189%,2023-06-27 20:16:06.697
HMACR,Hainan Manaslu Acquisition Corp. Right,$0.3494,-0.171%,2023-06-27 20:16:06.697
HMACW,Hainan Manaslu Acquisition Corp. Warrant,$0.0352,0.00%,2023-06-27 20:16:06.697
HMC,Honda Motor Company Ltd. Common Stock,$30.22,0.868%,2023-06-27 20:16:06.697
HMN,Horace Mann Educators Corporation Common Stock,$29.55,0.957%,2023-06-27 20:16:06.697
HMNF,HMN Financial Inc. Common Stock,$18.74,0.00%,2023-06-27 20:16:06.697
HMPT,Home Point Capital Inc Common Stock,$2.31,0.00%,2023-06-27 20:16:06.697
HMST,HomeStreet Inc. Common Stock,$6.01,-1.797%,2023-06-27 20:16:06.697
HMY,Harmony Gold Mining Company Limited,$4.07,-3.325%,2023-06-27 20:16:06.697
HNI,HNI Corporation Common Stock,$27.42,1.857%,2023-06-27 20:16:06.697
HNNA,Hennessy Advisors Inc. Common Stock,$7.05,-1.536%,2023-06-27 20:16:06.697
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,$22.82,-0.349%,2023-06-27 20:16:06.697
HNRA,HNR Acquisition Corp Common Stock,$10.62,0.00%,2023-06-27 20:16:06.697
HNRG,Hallador Energy Company Common Stock,$8.18,-0.487%,2023-06-27 20:16:06.697
HNST,The Honest Company Inc. Common Stock,$1.66,-1.19%,2023-06-27 20:16:06.697
HNVR,Hanover Bancorp Inc. Common Stock,$18.00,0.00%,2023-06-27 20:16:06.697
HNW,Pioneer Diversified High Income Fund Inc.,$10.04,0.501%,2023-06-27 20:16:06.697
HOFT,Hooker Furnishings Corporation Common Stock,$18.48,-0.324%,2023-06-27 20:16:06.697
HOFV,Hall of Fame Resort & Entertainment Company Common Stock,$11.145,0.769%,2023-06-27 20:16:06.697
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,$0.0648,29.341%,2023-06-27 20:16:06.697
HOG,Harley-Davidson Inc. Common Stock,$34.13,0.946%,2023-06-27 20:16:06.697
HOLI,Hollysys Automation Technologies Ltd. Common Shares (British Virgin Islands),$16.93,1.195%,2023-06-27 20:16:06.697
HOLO,MicroCloud Hologram Inc. Ordinary Shares,$2.96,4.594%,2023-06-27 20:16:06.697
HOLOW,MicroCloud Hologram Inc. Warrant,$0.10,0.00%,2023-06-27 20:16:06.697
HOLX,Hologic Inc. Common Stock,$80.82,-0.308%,2023-06-27 20:16:06.697
HOMB,Home BancShares Inc. Common Stock,$22.71,1.203%,2023-06-27 20:16:06.697
HON,Honeywell International Inc. Common Stock,$203.34,0.375%,2023-06-27 20:16:06.697
HONE,HarborOne Bancorp Inc. Common Stock,$8.76,0.229%,2023-06-27 20:16:06.697
HOOD,Robinhood Markets Inc. Class A Common Stock,$9.94,3.219%,2023-06-27 20:16:06.697
HOOK,HOOKIPA Pharma Inc. Common Stock,$0.788,1.416%,2023-06-27 20:16:06.697
HOPE,Hope Bancorp Inc. Common Stock,$8.32,0.483%,2023-06-27 20:16:06.697
HOTH,Hoth Therapeutics Inc. Common Stock,$2.94,-4.235%,2023-06-27 20:16:06.697
HOUR,Hour Loop Inc. Common Stock,$1.68,-0.592%,2023-06-27 20:16:06.697
HOUS,Anywhere Real Estate Inc. Common Stock,$6.55,4.299%,2023-06-27 20:16:06.697
HOV,Hovnanian Enterprises Inc. Class A Common Stock,$94.71,3.963%,2023-06-27 20:16:06.697
HOVNP,Hovnanian Enterprises Inc Dep Shr Srs A Pfd,$17.99,-0.056%,2023-06-27 20:16:06.697
HOWL,Werewolf Therapeutics Inc. Common Stock,$2.72,-0.366%,2023-06-27 20:16:06.697
HP,Helmerich & Payne Inc. Common Stock,$34.30,-0.116%,2023-06-27 20:16:06.697
HPCO,Hempacco Co. Inc. Common Stock,$0.418,1.951%,2023-06-27 20:16:06.697
HPE,Hewlett Packard Enterprise Company Common Stock,$16.43,0.244%,2023-06-27 20:16:06.697
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,$14.49,0.277%,2023-06-27 20:16:06.697
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,$14.59,0.76%,2023-06-27 20:16:06.697
HPK,HighPeak Energy Inc. Common Stock,$10.93,-4.207%,2023-06-27 20:16:06.697
HPKEW,HighPeak Energy Inc. Warrant,$5.80,-3.333%,2023-06-27 20:16:06.697
HPLT,Home Plate Acquisition Corporation Class A Common Stock,$10.19,0.098%,2023-06-27 20:16:06.697
HPLTW,Home Plate Acquisition Corporation Warrant,$0.02,-19.679%,2023-06-27 20:16:06.697
HPP,Hudson Pacific Properties Inc. Common Stock,$4.64,1.532%,2023-06-27 20:16:06.697
HPP^C,Hudson Pacific Properties Inc. 4.750% Series C Cumulative Redeemable Preferred Stock,$8.91,-1.656%,2023-06-27 20:16:06.697
HPQ,HP Inc. Common Stock,$29.84,0.235%,2023-06-27 20:16:06.697
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,$13.39,0.828%,2023-06-27 20:16:06.697
HQH,Tekla Healthcare Investors Common Stock,$17.16,-0.752%,2023-06-27 20:16:06.697
HQI,HireQuest Inc. Common Stock (DE),$25.88,-0.385%,2023-06-27 20:16:06.697
HQL,TeklaLife Sciences Investors Common Stock,$13.62,-0.656%,2023-06-27 20:16:06.697
HQY,HealthEquity Inc. Common Stock,$60.91,2.061%,2023-06-27 20:16:06.697
HR,Healthcare Realty Trust Incorporated Common Stock,$18.52,-0.162%,2023-06-27 20:16:06.697
HRB,H&R Block Inc. Common Stock,$32.31,0.843%,2023-06-27 20:16:06.697
HRI,Herc Holdings Inc. Common Stock ,$130.38,3.124%,2023-06-27 20:16:06.697
HRL,Hormel Foods Corporation Common Stock,$40.49,-0.711%,2023-06-27 20:16:06.697
HRMY,Harmony Biosciences Holdings Inc. Common Stock,$34.89,-2.159%,2023-06-27 20:16:06.697
HROW,Harrow Health Inc. Common Stock,$17.37,-3.554%,2023-06-27 20:16:06.697
HROWL,Harrow Health Inc. 8.625% Senior Notes due 2026,$24.75,1.434%,2023-06-27 20:16:06.697
HROWM,Harrow Health Inc. 11.875% Senior Notes due 2027,$25.1187,0.194%,2023-06-27 20:16:06.697
HRT,HireRight Holdings Corporation Common Stock,$11.19,0.72%,2023-06-27 20:16:06.697
